gene_name	strand	chrom	start	end
DNM2	+	chr19	10828731	10944164
TMED1	-	chr19	10942743	10946994
C19orf38	+	chr19	10947251	10980466
CARM1	+	chr19	10982229	11033751
YIPF2	-	chr19	11032861	11039357
TIMM29	+	chr19	11039487	11044211
SMARCA4	+	chr19	11071608	11190102
LDLR	+	chr19	11200138	11244496
SPC24	-	chr19	11242196	11266483
KANK2	-	chr19	11274946	11308467
DOCK6	-	chr19	11309971	11373200
ANGPTL8	+	chr19	11348126	11352619
TSPAN16	+	chr19	11406815	11437672
RAB3D	-	chr19	11432744	11456946
TMEM205	-	chr19	11453452	11457194
CCDC159	+	chr19	11455360	11465620
PLPPR2	+	chr19	11466062	11476374
SWSAP1	+	chr19	11485342	11487627
EPOR	-	chr19	11487883	11495018
RGL3	-	chr19	11495017	11530004
ODAD3	-	chr19	11531272	11546603
PRKCSH	+	chr19	11546105	11561783
ELAVL3	-	chr19	11562141	11591861
ENSG00000267477	-	chr19	11577055	11616513
ZNF653	-	chr19	11594242	11616654
ECSIT	-	chr19	11616744	11639987
CNN1	+	chr19	11649582	11661138
ELOF1	-	chr19	11661962	11670045
ZNF627	+	chr19	11670189	11729976
ACP5	-	chr19	11685468	11690808
ZNF823	-	chr19	11832080	11849824
ZNF441	+	chr19	11877815	11894893
ZNF491	+	chr19	11908482	11920437
ZNF440	+	chr19	11925088	11946031
ZNF439	+	chr19	11959541	11994565
ZNF69	+	chr19	11998597	12025144
ZNF700	+	chr19	12035883	12061588
ENSG00000267179	+	chr19	12035890	12090105
ZNF763	+	chr19	12075852	12091432
ENSG00000286098	+	chr19	12098456	12188921
ZNF433	-	chr19	12125530	12146556
ENSG00000257355	-	chr19	12128703	12163782
ZNF878	-	chr19	12154620	12163776
ZNF844	+	chr19	12175546	12192380
ENSG00000286132	+	chr19	12186142	12224140
ZNF20	-	chr19	12203658	12251170
ZNF625-ZNF20	-	chr19	12242932	12267546
ZNF625	-	chr19	12252905	12267549
ZNF136	+	chr19	12273879	12300686
ZNF44	-	chr19	12335501	12405698
ZNF563	-	chr19	12428291	12444534
ZNF442	-	chr19	12460185	12476719
ZNF799	-	chr19	12500830	12512085
ENSG00000268870	-	chr19	12502763	12551896
ZNF443	-	chr19	12540520	12551835
ENSG00000269755	-	chr19	12543917	12595630
ZNF709	-	chr19	12571998	12624668
ENSG00000196826	-	chr19	12572373	12662288
ZNF564	-	chr19	12636187	12662356
ENSG00000269693	-	chr19	12636534	12691789
ZNF490	-	chr19	12686914	12750912
ZNF791	+	chr19	12721732	12744654
ENSG00000269242	-	chr19	12754645	12759211
MAN2B1	-	chr19	12757325	12777556
ENSG00000269590	-	chr19	12775642	12780211
WDR83	+	chr19	12777616	12786646
ENSG00000285589	-	chr19	12778885	12792648
WDR83OS	-	chr19	12778887	12780229
DHPS	-	chr19	12786531	12792694
GNG14	+	chr19	12798812	12799236
FBXW9	-	chr19	12798867	12807445
TNPO2	-	chr19	12810015	12834825
TRIR	-	chr19	12841454	12845498
GET3	+	chr19	12847953	12859137
BEST2	+	chr19	12862516	12869272
HOOK2	-	chr19	12873817	12983554
JUNB	+	chr19	12902300	12904129
PRDX2	-	chr19	12907634	12912614
THSD8	+	chr19	12912845	12924395
RNASEH2A	+	chr19	12917398	12924454
RTBDN	-	chr19	12936292	12946242
MAST1	+	chr19	12944765	12985766
DNASE2	-	chr19	12986023	12992409
KLF1	-	chr19	12995236	12998015
GCDH	+	chr19	13001974	13025021
SYCE2	-	chr19	13009600	13030107
FARSA	-	chr19	13033293	13044851
CALR	+	chr19	13049392	13055303
RAD23A	+	chr19	13056669	13064456
GADD45GIP1	-	chr19	13063933	13068037
DAND5	+	chr19	13075973	13085574
NFIX	+	chr19	13106289	13209610
LYL1	-	chr19	13209847	13213975
TRMT1	-	chr19	13215716	13228381
NACC1	+	chr19	13227676	13251961
STX10	-	chr19	13254872	13261197
IER2	+	chr19	13261225	13265725
CACNA1A	-	chr19	13317256	13743839
YJU2B	+	chr19	13842574	13874110
MRI1	+	chr19	13875336	13885096
C19orf53	+	chr19	13885270	13889587
ZSWIM4	+	chr19	13906257	13943068
NANOS3	+	chr19	13972877	13991571
BRME1	-	chr19	13993161	14017265
CC2D1A	+	chr19	14017014	14041692
PODNL1	-	chr19	14042000	14064204
DCAF15	+	chr19	14063321	14072261
RFX1	-	chr19	14072342	14117851
RLN3	+	chr19	14138960	14142363
IL27RA	+	chr19	14142574	14164030
PALM3	-	chr19	14164175	14172888
MISP3	+	chr19	14183348	14185874
C19orf67	-	chr19	14192436	14196687
SAMD1	-	chr19	14198663	14201848
PRKACA	-	chr19	14202500	14228896
SMIM46	-	chr19	14223136	14223288
ASF1B	-	chr19	14230324	14247425
ADGRL1	-	chr19	14258555	14316999
ADGRE5	+	chr19	14491313	14519537
DDX39A	-	chr19	14519610	14530195
PKN1	+	chr19	14543865	14582679
PTGER1	-	chr19	14583278	14586166
GIPC1	-	chr19	14588572	14606961
DNAJB1	-	chr19	14625581	14671203
TECR	+	chr19	14627897	14676792
NDUFB7	-	chr19	14676890	14682878
CLEC17A	+	chr19	14693896	14722847
ADGRE3	-	chr19	14729929	14800839
ZNF333	+	chr19	14800613	14844558
ADGRE2	-	chr19	14843204	14889372
OR7C1	-	chr19	14900072	14946188
OR7A5	-	chr19	14937053	14945997
OR7A10	-	chr19	14951278	14959734
OR7A17	-	chr19	14989015	14996944
OR7C2	+	chr19	15052301	15053260
SLC1A6	-	chr19	15060845	15133802
CCDC105	+	chr19	15121538	15134088
CASP14	+	chr19	15160291	15169104
OR1I1	+	chr19	15193022	15203781
SYDE1	+	chr19	15218212	15225796
ILVBL	-	chr19	15225795	15236597
NOTCH3	-	chr19	15269849	15311806
EPHX3	-	chr19	15337730	15344246
BRD4	-	chr19	15346330	15443356
AKAP8	-	chr19	15464196	15490626
AKAP8L	-	chr19	15490861	15529952
WIZ	-	chr19	15530789	15560767
RASAL3	-	chr19	15562435	15575355
PGLYRP2	-	chr19	15579456	15609767
CYP4F22	+	chr19	15619336	15663128
CYP4F8	+	chr19	15726029	15741449
CYP4F3	+	chr19	15751707	15773635
CYP4F12	+	chr19	15783828	15807984
OR10H2	+	chr19	15838834	15839862
OR10H3	+	chr19	15848795	15853153
OR10H5	+	chr19	15898471	15911167
OR10H1	-	chr19	15915359	15926474
CYP4F2	-	chr19	15988833	16008887
CYP4F11	-	chr19	16023177	16045677
OR10H4	+	chr19	16055109	16061160
TPM4	+	chr19	16177831	16213812
RAB8A	+	chr19	16222699	16245044
HSH2D	+	chr19	16244838	16269386
CIB3	-	chr19	16272179	16284336
FAM32A	+	chr19	16296191	16302857
AP1M1	+	chr19	16308665	16356717
KLF2	+	chr19	16435637	16439496
EPS15L1	-	chr19	16466050	16582896
CALR3	-	chr19	16589872	16606978
ENSG00000141979	-	chr19	16589878	16739015
C19orf44	+	chr19	16607205	16632163
CHERP	-	chr19	16628705	16653248
SLC35E1	-	chr19	16660642	16683226
MED26	-	chr19	16685718	16739873
ENSG00000268790	-	chr19	16688453	16770926
SMIM7	-	chr19	16741562	16771253
TMEM38A	+	chr19	16771950	16800834
NWD1	+	chr19	16830658	16928774
SIN3B	+	chr19	16940209	16991164
F2RL3	+	chr19	16999810	17003417
CPAMD8	-	chr19	17003762	17137625
HAUS8	-	chr19	17160539	17186435
MYO9B	+	chr19	17186587	17325346
USE1	+	chr19	17326155	17330638
OCEL1	+	chr19	17337022	17340028
NR2F6	-	chr19	17342692	17356728
ENSG00000269095	-	chr19	17346749	17366257
USHBP1	-	chr19	17359980	17393595
BABAM1	+	chr19	17378185	17392058
ENSG00000269307	+	chr19	17378227	17393775
ANKLE1	+	chr19	17392454	17398455
ABHD8	-	chr19	17402940	17421045
MRPL34	+	chr19	17403418	17417652
DDA1	+	chr19	17420327	17434107
ANO8	-	chr19	17434032	17445664
GTPBP3	+	chr19	17445729	17453540
PLVAP	-	chr19	17462259	17488151
CCDC194	-	chr19	17498005	17505005
BST2	-	chr19	17513748	17516439
MVB12A	+	chr19	17516531	17544533
TMEM221	-	chr19	17546318	17559477
ENSG00000269035	-	chr19	17547420	17571613
NXNL1	-	chr19	17566234	17571735
SLC27A1	+	chr19	17579578	17616977
PGLS	+	chr19	17622445	17632097
NIBAN3	+	chr19	17634110	17664648
COLGALT1	+	chr19	17666458	17693971
UNC13A	-	chr19	17712145	17799174
MAP1S	+	chr19	17830051	17845322
FCHO1	+	chr19	17858527	17899377
B3GNT3	+	chr19	17905637	17924385
INSL3	-	chr19	17927321	17932383
JAK3	-	chr19	17935589	17958880
RPL18A	+	chr19	17970719	17974962
SLC5A5	+	chr19	17982754	18005983
CCDC124	+	chr19	18043824	18054800
KCNN1	+	chr19	18062102	18110894
ARRDC2	+	chr19	18111941	18124911
IL12RB1	-	chr19	18169805	18209754
MAST3	+	chr19	18208588	18262502
ENSG00000268173	+	chr19	18263968	18288927
PIK3R2	+	chr19	18263973	18281342
IFI30	+	chr19	18283972	18288927
MPV17L2	+	chr19	18304028	18307758
RAB3A	-	chr19	18307594	18314852
ENSG00000285188	-	chr19	18318771	18366229
PDE4C	-	chr19	18318775	18359010
ENSG00000284797	-	chr19	18360760	18366229
IQCN	-	chr19	18367908	18385310
JUND	-	chr19	18390504	18392432
LSM4	-	chr19	18417046	18433922
PGPEP1	+	chr19	18451408	18480760
GDF15	+	chr19	18485541	18499986
LRRC25	-	chr19	18501947	18508432
SSBP4	+	chr19	18529674	18545372
ISYNA1	-	chr19	18545198	18548977
ELL	-	chr19	18553473	18632926
FKBP8	-	chr19	18642561	18654887
KXD1	+	chr19	18668572	18680197
UBA52	+	chr19	18682540	18688360
CRLF1	-	chr19	18683030	18718551
REX1BD	+	chr19	18699495	18703147
TMEM59L	+	chr19	18718240	18731849
KLHL26	+	chr19	18747835	18782531
CRTC1	+	chr19	18794488	18893143
COMP	-	chr19	18893583	18902114
UPF1	+	chr19	18942768	18979039
GDF1	-	chr19	18979354	19006967
CERS1	-	chr19	18979354	19007536
COPE	-	chr19	19010323	19030196
ENSG00000268193	-	chr19	19017822	19045206
DDX49	+	chr19	19030514	19039998
HOMER3	-	chr19	19040010	19052070
SUGP2	-	chr19	19101697	19144832
ARMC6	+	chr19	19144384	19171120
SLC25A42	+	chr19	19174803	19223839
TMEM161A	-	chr19	19229978	19249322
MEF2B	-	chr19	19256376	19302940
BORCS8-MEF2B	-	chr19	19256378	19302967
BORCS8	-	chr19	19287712	19303400
RFXANK	+	chr19	19303038	19312678
NR2C2AP	-	chr19	19312218	19314223
NCAN	+	chr19	19322767	19363042
HAPLN4	-	chr19	19365565	19373613
TM6SF2	-	chr19	19375173	19384200
SUGP1	-	chr19	19386827	19431318
MAU2	+	chr19	19431638	19469563
GATAD2A	+	chr19	19496635	19619741
TSSK6	-	chr19	19623227	19626357
NDUFA13	+	chr19	19626545	19639863
ENSG00000258674	+	chr19	19627036	19646885
YJEFN3	+	chr19	19639670	19648390
CILP2	+	chr19	19649057	19657468
PBX4	-	chr19	19672516	19729502
LPAR2	-	chr19	19734464	19739739
GMIP	-	chr19	19740285	19754466
ATP13A1	-	chr19	19756007	19774485
ZNF101	+	chr19	19779605	19794318
ZNF14	-	chr19	19821281	19843921
ZNF506	-	chr19	19896648	19932560
ZNF253	+	chr19	19976691	20005483
ZNF93	+	chr19	20011722	20074273
ZNF682	-	chr19	20107867	20150314
ZNF90	+	chr19	20188803	20237885
ZNF486	+	chr19	20278023	20311297
ZNF737	-	chr19	20718631	20748615
ZNF626	-	chr19	20802745	20844402
ZNF66	+	chr19	20959110	20992801
ZNF85	+	chr19	21106028	21133503
ZNF430	+	chr19	21203440	21242856
ZNF714	+	chr19	21264965	21308073
ZNF431	+	chr19	21324827	21378856
ZNF708	-	chr19	21473962	21512227
ZNF738	+	chr19	21541732	21571384
ZNF493	+	chr19	21579921	21610379
ENSG00000269237	+	chr19	21587961	21674068
ZNF429	+	chr19	21679484	21739072
ZNF100	-	chr19	21905573	21950381
ZNF43	-	chr19	21987752	22034927
ZNF208	-	chr19	22115760	22193751
ZNF257	+	chr19	22235232	22274282
ZNF676	-	chr19	22361891	22398603
ZNF729	+	chr19	22469243	22499978
ZNF98	-	chr19	22573821	22715287
ZNF492	+	chr19	22817126	22850473
ZNF99	-	chr19	22934985	22966953
ZNF723	+	chr19	23015093	23041469
ZNF728	-	chr19	23157685	23185978
ZNF730	+	chr19	23258012	23330023
ZNF724	-	chr19	23404401	23433196
ENSG00000283201	-	chr19	23405557	23457023
ZNF91	-	chr19	23487793	23578273
ZNF675	-	chr19	23708433	23870022
ZNF681	-	chr19	23921997	23941693
RPSAP58	+	chr19	23945807	24010937
ZNF726	+	chr19	24097678	24127961
ZNF254	+	chr19	24216207	24312770
UQCRFS1	-	chr19	29696227	29704058
VSTM2B	+	chr19	30016901	30055458
POP4	+	chr19	30097190	30108144
PLEKHF1	+	chr19	30156366	30166384
C19orf12	-	chr19	30189844	30206696
CCNE1	+	chr19	30302898	30315219
URI1	+	chr19	30414551	30507519
ZNF536	+	chr19	30715798	31204493
TSHZ3	-	chr19	31640885	31840342
ZNF507	+	chr19	32836500	32878573
DPY19L3	+	chr19	32896449	32976801
PDCD5	+	chr19	33072096	33078359
ANKRD27	-	chr19	33087912	33167503
RGS9BP	+	chr19	33166754	33169206
NUDT19	+	chr19	33182727	33204698
TDRD12	+	chr19	33210659	33320486
SLC7A9	-	chr19	33321415	33360673
CEP89	-	chr19	33366831	33462897
FAAP24	+	chr19	33463115	33469135
RHPN2	-	chr19	33469498	33555794
GPATCH1	+	chr19	33571805	33621448
WDR88	+	chr19	33622996	33666705
LRP3	+	chr19	33668509	33699770
SLC7A10	-	chr19	33699570	33716756
CEBPA	-	chr19	33790840	33793440
CEBPG	+	chr19	33864591	33873592
PEPD	-	chr19	33877856	34012729
CHST8	+	chr19	34112859	34264414
KCTD15	+	chr19	34286838	34306668
LSM14A	+	chr19	34663409	34720193
GARRE1	+	chr19	34745457	34846471
GPI	+	chr19	34850385	34893318
ENSG00000266953	+	chr19	34887220	34900269
PDCD2L	+	chr19	34895304	34917073
UBA2	+	chr19	34919257	34962156
WTIP	+	chr19	34972663	35003209
SCGB2B2	-	chr19	35081549	35168064
ZNF302	+	chr19	35168544	35177302
ZNF181	+	chr19	35225060	35236283
ZNF599	-	chr19	35248978	35264134
ZNF30	+	chr19	35417807	35436074
ZNF792	-	chr19	35447258	35455133
GRAMD1A	+	chr19	35485688	35517375
SCN1B	+	chr19	35521374	35531353
HPN	+	chr19	35531410	35557477
ENSG00000285526	+	chr19	35597414	35615201
FXYD3	+	chr19	35606727	35615228
LGI4	-	chr19	35615417	35633355
FXYD1	+	chr19	35629728	35634013
FXYD7	+	chr19	35634154	35645205
FXYD5	+	chr19	35645633	35660784
FAM187B	-	chr19	35715703	35719642
LSR	+	chr19	35739233	35758867
USF2	+	chr19	35759865	35770724
HAMP	+	chr19	35771619	35776046
MAG	+	chr19	35783028	35804710
CD22	+	chr19	35810164	35838264
FFAR1	+	chr19	35838805	35844766
FFAR3	+	chr19	35849362	35851391
GPR42	+	chr19	35861970	35863864
FFAR2	+	chr19	35934809	35942669
KRTDAP	-	chr19	35978226	35986460
DMKN	-	chr19	35988122	36004560
SBSN	-	chr19	36014269	36019253
GAPDHS	+	chr19	36024357	36036221
TMEM147	+	chr19	36036502	36038428
ATP4A	-	chr19	36040933	36054560
PMIS2	+	chr19	36077063	36078198
HAUS5	+	chr19	36103637	36116257
RBM42	+	chr19	36119932	36128588
ETV2	+	chr19	36132647	36135773
COX6B1	+	chr19	36139225	36149684
UPK1A	+	chr19	36157419	36169383
ZBTB32	+	chr19	36195460	36207940
KMT2B	+	chr19	36208875	36229781
IGFLR1	-	chr19	36229702	36233354
ENSG00000267120	-	chr19	36230153	36236333
U2AF1L4	-	chr19	36233365	36236346
PSENEN	+	chr19	36236501	36238420
ENSG00000188223	+	chr19	36236579	36245420
LIN37	+	chr19	36239262	36245420
HSPB6	-	chr19	36245467	36248980
PROSER3	+	chr19	36249044	36262068
ARHGAP33	+	chr19	36265434	36279724
PRODH2	-	chr19	36290890	36304201
NPHS1	-	chr19	36316274	36360189
KIRREL2	+	chr19	36346763	36358038
APLP1	+	chr19	36358801	36370694
NFKBID	-	chr19	36378555	36393205
HCST	+	chr19	36393431	36395279
TYROBP	-	chr19	36395303	36399197
LRFN3	+	chr19	36426260	36437526
SDHAF1	+	chr19	36486090	36487214
SYNE4	-	chr19	36494209	36499715
ALKBH6	-	chr19	36500022	36505141
CLIP3	-	chr19	36505562	36524245
THAP8	-	chr19	36525886	36545641
WDR62	+	chr19	36545551	36596010
OVOL3	+	chr19	36602045	36604613
POLR2I	-	chr19	36604611	36606115
TBCB	+	chr19	36605191	36616849
CAPNS1	+	chr19	36630855	36641255
COX7A1	-	chr19	36641824	36643351
ZNF565	-	chr19	36673178	36737159
ZNF146	+	chr19	36705504	36729673
ZFP14	-	chr19	36825355	36870103
ZFP82	-	chr19	36874022	36909546
ZNF566	-	chr19	36936021	36980804
ZNF260	-	chr19	37001589	37019173
ZNF529	-	chr19	37025676	37096178
ZNF382	+	chr19	37095719	37125016
ZNF461	-	chr19	37127520	37157755
ZNF567	+	chr19	37178514	37218603
ZNF850	-	chr19	37205285	37263727
ZNF790	-	chr19	37308330	37341689
ZNF345	+	chr19	37341263	37403931
ENSG00000291239	+	chr19	37341760	37489584
ZNF829	-	chr19	37379026	37407193
ZNF568	+	chr19	37407218	37495939
ZNF420	+	chr19	37498759	37621270
ENSG00000267360	-	chr19	37583921	37701414
ZNF585A	-	chr19	37597636	37663643
ZNF585B	-	chr19	37672481	37709055
ZNF383	+	chr19	37708828	37739642
ZNF875	+	chr19	37803739	37860267
ZNF527	+	chr19	37861963	37883968
ZNF569	-	chr19	37902057	37960177
ZNF570	+	chr19	37958487	37979554
ZNF793	+	chr19	37997841	38039664
ZNF540	+	chr19	38042308	38105080
ZNF571	-	chr19	38045684	38085693
ZFP30	-	chr19	38104650	38183238
ENSG00000267552	-	chr19	38180766	38210089
ZNF607	-	chr19	38187272	38210662
ZNF573	-	chr19	38226734	38307940
WDR87	-	chr19	38375463	38397317
SIPA1L3	+	chr19	38397848	38699009
DPF1	-	chr19	38701646	38720354
SPINT2	+	chr19	38734675	38783255
PPP1R14A	-	chr19	38741877	38747172
ENSG00000267748	+	chr19	38779791	38795550
YIF1B	-	chr19	38794198	38807913
C19orf33	+	chr19	38794804	38795646
KCNK6	+	chr19	38810485	38822716
CATSPERG	+	chr19	38826415	38861583
PSMD8	+	chr19	38865203	38874490
GGN	-	chr19	38874907	38878722
SPRED3	+	chr19	38879061	38890227
FAM98C	+	chr19	38893733	38899728
RASGRP4	-	chr19	38899691	38916945
RYR1	+	chr19	38924331	39085913
MAP4K1	-	chr19	39078281	39109522
EIF3K	+	chr19	39109722	39127595
ACTN4	+	chr19	39138289	39222229
CAPN12	-	chr19	39220827	39260544
LGALS7	-	chr19	39261608	39264157
LGALS7B	+	chr19	39279840	39282394
LGALS4	-	chr19	39292311	39303585
ECH1	-	chr19	39306062	39322481
ENSG00000268083	-	chr19	39308111	39330818
HNRNPL	-	chr19	39327010	39342987
RINL	-	chr19	39358470	39368915
SIRT2	-	chr19	39369195	39390502
NFKBIB	+	chr19	39390340	39399533
CCER2	-	chr19	39399620	39402826
SARS2	-	chr19	39405906	39421403
ENSG00000269547	-	chr19	39406044	39440495
MRPS12	+	chr19	39421584	39423808
FBXO17	-	chr19	39432041	39466382
FBXO27	-	chr19	39481354	39523425
ACP7	+	chr19	39574553	39602133
PAK4	+	chr19	39616410	39673456
NCCRP1	+	chr19	39687604	39692524
SYCN	-	chr19	39693465	39694903
IFNL3	-	chr19	39734095	39735890
IFNL4	-	chr19	39736954	39739496
IFNL2	+	chr19	39759036	39760828
IFNL1	+	chr19	39787047	39789313
LRFN1	-	chr19	39797206	39811503
GMFG	-	chr19	39818993	39833012
SAMD4B	+	chr19	39833061	39876350
PAF1	-	chr19	39876269	39881794
MED29	+	chr19	39881943	39891281
ZFP36	+	chr19	39897487	39900052
PLEKHG2	+	chr19	39903309	39919055
RPS16	-	chr19	39923777	39926589
SUPT5H	+	chr19	39926796	39967310
TIMM50	+	chr19	39971052	39984425
DLL3	+	chr19	39989535	39999121
SELENOV	+	chr19	40005779	40011315
EID2B	-	chr19	40021627	40023492
EID2	-	chr19	40029347	40030801
LGALS13	+	chr19	40093164	40098114
LGALS16	+	chr19	40146553	40151287
LGALS14	+	chr19	40195121	40200084
CLC	-	chr19	40221895	40228669
LEUTX	+	chr19	40267235	40276931
DYRK1B	-	chr19	40315990	40324841
ENSG00000291312	-	chr19	40321122	40322596
FBL	-	chr19	40325098	40337019
FCGBP	-	chr19	40353963	40440533
PSMC4	+	chr19	40477072	40487671
ZNF546	+	chr19	40490041	40526945
ZNF780B	-	chr19	40534167	40562138
ZNF780A	-	chr19	40575059	40596850
MAP3K10	+	chr19	40697333	40721482
TTC9B	-	chr19	40721965	40724291
CCNP	-	chr19	40728115	40732604
AKT2	-	chr19	40736224	40791443
C19orf47	-	chr19	40825443	40854434
PLD3	+	chr19	40854363	40895379
HIPK4	-	chr19	40885178	40896088
PRX	-	chr19	40899673	40920700
SERTAD1	-	chr19	40927496	40931899
SERTAD3	-	chr19	40946751	40950242
BLVRB	-	chr19	40953672	40971671
SPTBN4	+	chr19	40972148	41082370
SHKBP1	+	chr19	41082759	41097305
LTBP4	+	chr19	41098789	41135723
NUMBL	-	chr19	41171810	41196877
COQ8B	-	chr19	41197419	41231689
ITPKC	+	chr19	41223017	41246765
C19orf54	-	chr19	41246761	41257458
SNRPA	+	chr19	41256542	41271294
MIA	+	chr19	41277553	41283395
MIA-RAB4B	+	chr19	41277553	41302848
RAB4B	+	chr19	41284121	41302847
RAB4B-EGLN2	+	chr19	41284147	41314323
EGLN2	+	chr19	41304901	41314339
ENSG00000268797	+	chr19	41307202	41404187
CYP2A6	-	chr19	41349446	41356352
CYP2A7	-	chr19	41381344	41388657
CYP2B6	+	chr19	41497187	41524303
CYP2A13	+	chr19	41594356	41602100
CYP2F1	+	chr19	41620337	41634286
CYP2S1	+	chr19	41699115	41713444
AXL	+	chr19	41725128	41767671
HNRNPUL1	+	chr19	41768401	41813692
TGFB1	-	chr19	41807492	41859827
CCDC97	+	chr19	41816077	41830778
ENSG00000255730	+	chr19	41856758	41930906
TMEM91	+	chr19	41856816	41889988
B9D2	-	chr19	41860322	41870070
EXOSC5	-	chr19	41892276	41903267
BCKDHA	+	chr19	41903713	41930907
B3GNT8	-	chr19	41931264	41934635
DMAC2	-	chr19	41937223	41946622
ERICH4	+	chr19	41949061	41950670
CEACAM21	+	chr19	42055886	42093197
CEACAM4	-	chr19	42125388	42133442
CEACAM7	-	chr19	42177231	42210895
CEACAM5	+	chr19	42212504	42234353
ENSG00000267881	+	chr19	42212576	42260645
CEACAM6	+	chr19	42254885	42276116
CEACAM3	+	chr19	42300519	42315592
LYPD4	-	chr19	42341148	42348760
DMRTC2	+	chr19	42348806	42356401
RPS19	+	chr19	42364325	42376993
CD79A	+	chr19	42381349	42385439
ARHGEF1	+	chr19	42387240	42434302
ERFL	-	chr19	42411856	42432601
RABAC1	-	chr19	42460833	42463473
ENSG00000285505	-	chr19	42461031	42498384
ATP1A3	-	chr19	42470734	42501649
GRIK5	-	chr19	42502473	42574358
ZNF574	+	chr19	42572629	42585704
POU2F2	-	chr19	42590262	42700737
DEDD2	-	chr19	42702750	42724292
ENSG00000288671	-	chr19	42719285	42736301
ZNF526	+	chr19	42724464	42732353
GSK3A	-	chr19	42730377	42746777
ENSG00000268643	-	chr19	42738735	42759284
ERF	-	chr19	42751721	42759280
CIC	+	chr19	42772689	42799949
PAFAH1B3	-	chr19	42801185	42807698
PRR19	+	chr19	42806250	42814966
TMEM145	+	chr19	42817461	42829216
MEGF8	+	chr19	42829761	42882921
CNFN	-	chr19	42891171	42894449
LIPE	-	chr19	42905666	42931540
CXCL17	-	chr19	42932430	42947098
CEACAM1	-	chr19	43011456	43065386
CEACAM8	-	chr19	43084395	43099207
PSG3	-	chr19	43225790	43244633
PSG8	-	chr19	43256838	43269830
PSG1	-	chr19	43370616	43383974
PSG6	-	chr19	43406238	43423715
PSG7	-	chr19	43428284	43441359
PSG11	-	chr19	43511808	43530626
PSG2	-	chr19	43568361	43587197
PSG5	-	chr19	43670408	43690688
PSG4	-	chr19	43696854	43711451
PSG9	-	chr19	43715943	43773682
CD177	+	chr19	43857838	43867324
TEX101	+	chr19	43905648	43922749
LYPD3	-	chr19	43964939	43969760
PHLDB3	-	chr19	43979106	44009087
ETHE1	-	chr19	44010871	44031382
ZNF575	+	chr19	44029649	44040282
XRCC1	-	chr19	44047463	44084625
ENSG00000268361	-	chr19	44058844	44097188
PINLYP	+	chr19	44079953	44088116
IRGQ	-	chr19	44088519	44100286
ZNF576	+	chr19	44100544	44105309
SRRM5	+	chr19	44100769	44118650
ZNF428	-	chr19	44111376	44123781
CADM4	-	chr19	44126520	44144002
PLAUR	-	chr19	44150247	44174699
IRGC	+	chr19	44220228	44224173
SMG9	-	chr19	44232135	44259114
KCNN4	-	chr19	44270685	44285128
LYPD5	-	chr19	44290026	44331358
ZNF283	+	chr19	44331473	44356169
ZNF404	-	chr19	44376517	44405537
ZNF45	-	chr19	44416776	44439434
ZNF221	+	chr19	44455375	44471861
ZNF155	+	chr19	44472014	44502478
ZNF230	+	chr19	44507109	44518076
ZNF222	+	chr19	44529494	44537263
ENSG00000267022	+	chr19	44529506	44591471
ZNF223	+	chr19	44555520	44572152
ZNF284	+	chr19	44576312	44593766
ZNF224	+	chr19	44598514	44614039
ZNF225	+	chr19	44616334	44638975
ZNF234	+	chr19	44645707	44664466
ZNF226	+	chr19	44669226	44682534
ZNF227	+	chr19	44711700	44741421
ZNF235	-	chr19	44732882	44809199
ZNF233	+	chr19	44764033	44779470
ZNF112	-	chr19	44830708	44871377
ENSG00000267173	-	chr19	44833848	44905774
ZNF285	-	chr19	44886460	44905774
ZNF229	-	chr19	44921685	44952766
ZNF180	-	chr19	44978645	45004576
CEACAM20	-	chr19	45005729	45033811
IGSF23	+	chr19	45116873	45140081
PVR	+	chr19	45147098	45169430
CEACAM19	+	chr19	45165545	45187631
CEACAM16	+	chr19	45202421	45213990
BCL3	+	chr19	45250962	45263301
CBLC	+	chr19	45281126	45303909
BCAM	+	chr19	45312328	45324678
NECTIN2	+	chr19	45349432	45392480
TOMM40	+	chr19	45393826	45406946
APOE	+	chr19	45409048	45412650
APOC1	+	chr19	45417504	45422606
APOC4	+	chr19	45445494	45448753
APOC4-APOC2	+	chr19	45445495	45452822
APOC2	+	chr19	45449292	45452822
CLPTM1	+	chr19	45457842	45496599
RELB	+	chr19	45504719	45541450
CLASRP	+	chr19	45542303	45574214
ZNF296	-	chr19	45574758	45579736
GEMIN7	+	chr19	45582453	45594776
MARK4	+	chr19	45582546	45808542
PPP1R37	+	chr19	45594654	45651335
NKPD1	-	chr19	45653002	45664240
TRAPPC6A	-	chr19	45666186	45681495
BLOC1S3	+	chr19	45682042	45720191
EXOC3L2	-	chr19	45715628	45748665
CKM	-	chr19	45809671	45826133
KLC3	+	chr19	45836692	45854778
ERCC2	-	chr19	45853095	45874176
PPP1R13L	-	chr19	45882896	45909607
POLR1G	+	chr19	45909902	45913995
ERCC1	-	chr19	45910592	45982086
FOSB	+	chr19	45971253	45978437
RTN2	-	chr19	45988552	46000313
PPM1N	+	chr19	45992035	46005771
VASP	+	chr19	46009837	46030247
OPA3	-	chr19	46031025	46105470
GPR4	-	chr19	46093022	46105470
EML2	-	chr19	46110252	46148860
GIPR	+	chr19	46171479	46186980
SNRPD2	-	chr19	46190718	46195827
QPCTL	+	chr19	46195661	46207247
