chrom	start	end	strand	gene
chr19	33387347	33521760	-	PEPD
chr19	33689262	33773060	+	CHST8
chr19	33800455	33812945	+	KCTD15
chr19	34172643	34227385	+	LSM14A
chr19	34300474	34352952	+	GARRE1
chr19	34364910	34400033	+	GPI
chr19	34396315	34409364	+	RP11-618P17.4
chr19	34404431	34426117	+	PDCD2L
chr19	34428433	34469218	+	UBA2
chr19	34481975	34500266	+	WTIP
chr19	34593558	34594563	-	SCGB2B2
chr19	34678805	34685234	+	ZNF302
chr19	34735038	34742094	+	ZNF181
chr19	34759037	34772841	-	ZNF599
chr19	34929948	34944835	+	ZNF30
chr19	34957959	34963662	-	ZNF792
chr19	34996023	35026138	+	GRAMD1A
chr19	35030821	35039698	+	SCN1B
chr19	35042507	35066284	+	HPN
chr19	35117306	35123454	+	FXYD3
chr19	35119377	35123454	+	CTD-2527I21.16
chr19	35125196	35134680	-	LGI4
chr19	35140080	35142739	+	FXYD1
chr19	35143334	35153913	+	FXYD7
chr19	35155551	35169612	+	FXYD5
chr19	35224828	35228680	-	FAM187B
chr19	35248879	35267856	+	LSR
chr19	35269102	35279253	+	USF2
chr19	35282578	35285039	+	HAMP
chr19	35295409	35313451	+	MAG
chr19	35332041	35346694	+	CD22
chr19	35351552	35352451	+	FFAR1
chr19	35358891	35359928	+	FFAR3
chr19	35371360	35372397	+	GPR42
chr19	35449715	35450704	+	FFAR2
chr19	35487431	35490442	-	KRTDAP
chr19	35497499	35513475	-	DMKN
chr19	35523513	35528281	-	SBSN
chr19	35533528	35545167	+	GAPDHS
chr19	35545740	35547444	+	TMEM147
chr19	35550618	35563629	-	ATP4A
chr19	35586260	35587143	+	PMIS2
chr19	35612795	35623229	+	HAUS5
chr19	35629154	35637551	+	RBM42
chr19	35642461	35644849	+	ETV2
chr19	35651244	35658644	+	COX6B1
chr19	35666813	35678016	+	UPK1A
chr19	35714627	35716749	+	ZBTB32
chr19	35718019	35738554	+	KMT2B
chr19	35739283	35741180	-	IGFLR1
chr19	35742601	35745391	-	U2AF1L4
chr19	35744376	35745391	-	AD000671.6
chr19	35745931	35746522	+	AC002398.9
chr19	35745931	35746844	+	PSENEN
chr19	35748725	35754471	+	LIN37
chr19	35755525	35757008	-	HSPB6
chr19	35758216	35768542	+	PROSER3
chr19	35775659	35788779	+	ARHGAP33
chr19	35800041	35813281	-	PRODH2
chr19	35826517	35851837	-	NPHS1
chr19	35857120	35866533	+	KIRREL2
chr19	35868244	35879438	+	APLP1
chr19	35888562	35902283	-	NFKBID
chr19	35902594	35904157	+	HCST
chr19	35904572	35908228	-	TYROBP
chr19	35939426	35945016	+	LRFN3
chr19	35995275	35995619	+	SDHAF1
chr19	36003310	36008681	-	SYNE4
chr19	36009293	36014233	-	ALKBH6
chr19	36016161	36032357	-	CLIP3
chr19	36035443	36054217	-	THAP8
chr19	36054972	36105025	+	WDR62
chr19	36111203	36113658	+	OVOL3
chr19	36113758	36114856	-	POLR2I
chr19	36115561	36125779	+	TBCB
chr19	36141012	36150353	+	CAPNS1
chr19	36150985	36152407	-	COX7A1
chr19	36182469	36245530	-	ZNF565
chr19	36236441	36237316	+	ZNF146
chr19	36340227	36367892	-	ZFP14
chr19	36384335	36409789	-	ZFP82
chr19	36446042	36476557	-	ZNF566
chr19	36514003	36515238	-	ZNF260
chr19	36534834	36572346	-	ZNF529
chr19	36607614	36628839	+	ZNF382
chr19	36637820	36664706	-	ZNF461
chr19	36694868	36723220	+	ZNF567
chr19	36714484	36762606	-	ZNF850
chr19	36818436	36825619	-	ZNF790
chr19	36876801	36892996	+	ZNF345
chr19	36891495	36915954	-	ZNF829
chr19	36922771	36997596	+	ZNF568
chr19	37089119	37130233	+	ZNF420
chr19	37093049	37207111	-	CTC-454I21.3
chr19	37115164	37169910	-	ZNF585A
chr19	37185230	37207111	-	ZNF585B
chr19	37230454	37243661	+	ZNF383
chr19	37335036	37369186	+	ZNF875
chr19	37374199	37389876	+	ZNF527
chr19	37412600	37454862	-	ZNF569
chr19	37467891	37485230	+	ZNF570
chr19	37523440	37546163	+	ZNF793
chr19	37555872	37586676	-	ZNF571
chr19	37598448	37613260	+	ZNF540
chr19	37613822	37647822	-	ZFP30
chr19	37669168	37670148	-	ZNF781
chr19	37691575	37711618	-	CTD-2528L19.4
chr19	37698043	37711618	-	ZNF607
chr19	37738495	37773729	-	ZNF573
chr19	37884935	37898239	-	WDR87
chr19	38081566	38206237	+	SIPA1L3
chr19	38212066	38229590	-	DPF1
chr19	38251268	38256339	-	PPP1R14A
chr19	38264893	38292003	+	SPINT2
chr19	38289151	38304681	+	CTB-102L5.4
chr19	38304262	38304961	+	C19orf33
chr19	38305355	38315917	-	YIF1B
chr19	38319951	38327400	+	KCNK6
chr19	38337235	38370789	+	CATSPERG
chr19	38374602	38383387	+	PSMD8
chr19	38384415	38387261	-	GGN
chr19	38388499	38396142	+	SPRED3
chr19	38403154	38408879	+	FAM98C
chr19	38410043	38426091	-	RASGRP4
chr19	38433830	38587417	+	RYR1
chr19	38587751	38618784	-	MAP4K1
chr19	38619269	38636945	+	EIF3K
chr19	38647738	38730017	+	ACTN4
chr19	38730855	38744165	-	CAPN12
chr19	38771029	38773492	-	LGALS7
chr19	38789227	38791690	+	LGALS7B
chr19	38801767	38812886	-	LGALS4
chr19	38815616	38831772	-	ECH1
chr19	38817471	38840178	-	AC104534.3
chr19	38836725	38851155	-	HNRNPL
chr19	38869107	38876742	-	RINL
chr19	38879111	38899521	-	SIRT2
chr19	38900033	38908829	+	NFKBIB
chr19	38909184	38912158	-	CCER2
chr19	38915422	38930736	-	SARS2
chr19	38915609	38949855	-	CTC-360G5.8
chr19	38931295	38932697	+	MRPS12
chr19	38942611	38950319	-	FBXO17
chr19	38990714	39032227	-	FBXO27
chr19	39085270	39110115	+	ACP7
chr19	39125788	39178576	+	PAK4
chr19	39196983	39200753	+	NCCRP1
chr19	39202990	39204254	-	SYCN
chr19	39243635	39245077	-	IFNL3
chr19	39268569	39270010	+	IFNL2
chr19	39296422	39298513	+	IFNL1
chr19	39307636	39315336	-	LRFN1
chr19	39328480	39335976	-	GMFG
chr19	39356894	39385587	+	SAMD4B
chr19	39385918	39390864	-	PAF1
chr19	39391360	39397754	+	MED29
chr19	39406887	39408696	+	ZFP36
chr19	39414087	39425376	+	PLEKHG2
chr19	39433276	39435895	-	RPS16
chr19	39445891	39476396	+	SUPT5H
chr19	39480545	39489817	+	TIMM50
chr19	39498975	39508254	+	DLL3
chr19	39515213	39519145	+	SELENOV
chr19	39532320	39532802	-	EID2B
chr19	39539372	39540079	-	EID2
chr19	39602569	39607345	+	LGALS13
chr19	39655962	39660517	+	LGALS16
chr19	39704502	39709310	+	LGALS14
chr19	39731383	39737952	-	CLC
chr19	39778921	39786132	+	LEUTX
chr19	39825718	39831867	-	DYRK1B
chr19	39834541	39846300	-	FBL
chr19	39863490	39934618	-	FCGBP
chr19	39971203	39981302	+	PSMC4
chr19	39998327	40016462	+	ZNF546
chr19	40034360	40050332	-	ZNF780B
chr19	40072860	40089262	-	ZNF780A
chr19	40192032	40215289	+	MAP3K10
chr19	40216166	40218381	-	TTC9B
chr19	40222310	40226641	-	CCNP
chr19	40233875	40265267	-	AKT2
chr19	40321110	40348514	-	C19orf47
chr19	40366484	40378170	+	PLD3
chr19	40379590	40389902	-	HIPK4
chr19	40393969	40414742	-	PRX
chr19	40422839	40423546	-	SERTAD1
chr19	40441493	40442080	-	SERTAD3
chr19	40447892	40465688	-	BLVRB
chr19	40472622	40575566	+	SPTBN4
chr19	40576900	40591204	+	SHKBP1
chr19	40593166	40629547	+	LTBP4
chr19	40667471	40690483	-	NUMBL
chr19	40692038	40714632	-	COQ8B
chr19	40717136	40739557	+	ITPKC
chr19	40741000	40749803	-	C19orf54
chr19	40751409	40765164	+	SNRPA
chr19	40775543	40777417	+	MIA
chr19	40775543	40780039	+	MIA-RAB4B
chr19	40778376	40786960	+	RAB4B
chr19	40778376	40786960	+	RAB4B-EGLN2
chr19	40800573	40807861	+	EGLN2
chr19	40801297	40892068	+	CTC-490E21.12
chr19	40843799	40850426	-	CYP2A6
chr19	40875696	40882210	-	CYP2A7
chr19	40991306	41016824	+	CYP2B6
chr19	41088472	41095938	+	CYP2A13
chr19	41116189	41128079	+	CYP2F1
chr19	41193265	41206485	+	CYP2S1
chr19	41219393	41259901	+	AXL
chr19	41264504	41306562	+	HNRNPUL1
chr19	41310311	41322712	+	CCDC97
chr19	41331055	41353044	-	TGFB1
chr19	41354174	41383901	+	TMEM91
chr19	41354703	41363519	-	B9D2
chr19	41378310	41424605	+	CTC-435M10.3
chr19	41386544	41397328	-	EXOSC5
chr19	41397828	41424720	+	BCKDHA
chr19	41425588	41426778	-	B3GNT8
chr19	41431883	41439899	-	DMAC2
chr19	41443170	41444221	+	ERICH4
chr19	41576275	41585868	+	CEACAM21
chr19	41619333	41626963	-	CEACAM4
chr19	41677415	41688165	-	CEACAM7
chr19	41708732	41727313	+	CEACAM5
chr19	41708732	41756737	+	AC011513.3
chr19	41755639	41766256	+	CEACAM6
chr19	41796678	41811234	+	CEACAM3
chr19	41837146	41839285	-	LYPD4
chr19	41847429	41851693	+	DMRTC2
chr19	41860775	41871374	+	RPS19
chr19	41877305	41880977	+	CD79A
chr19	41884468	41929740	+	ARHGEF1
chr19	41908231	41912919	-	ERFL
chr19	41956849	41959292	-	RABAC1
chr19	41958932	41994076	-	CTD-2575K13.8
chr19	41966582	41994076	-	ATP1A3
chr19	41998874	42065770	-	GRIK5
chr19	42068712	42081294	+	ZNF574
chr19	42091260	42132411	-	POU2F2
chr19	42199441	42217007	-	DEDD2
chr19	42215133	42232149	-	AC006486.14
chr19	42224404	42226413	+	ZNF526
chr19	42226228	42242465	-	GSK3A
chr19	42234583	42254999	-	AC006486.9
chr19	42248468	42254999	-	ERF
chr19	42271784	42295188	+	CIC
chr19	42297081	42302309	-	PAFAH1B3
chr19	42309585	42310737	+	PRR19
chr19	42313377	42324814	+	TMEM145
chr19	42326244	42378747	+	MEGF8
chr19	42387156	42389037	-	CNFN
chr19	42401815	42427149	-	LIPE
chr19	42428887	42442832	-	CXCL17
chr19	42509112	42528374	-	CEACAM1
chr19	42583249	42594828	-	CEACAM8
chr19	42721909	42740384	-	PSG3
chr19	42753363	42855619	-	PSG8
chr19	42867057	42879581	-	PSG1
chr19	42902415	42917792	-	PSG6
chr19	42924811	42937076	-	PSG7
chr19	43010001	43026372	-	PSG11
chr19	43066560	43082569	-	PSG2
chr19	43170098	43186405	-	PSG5
chr19	43193375	43205536	-	PSG4
chr19	43212462	43269431	-	PSG9
chr19	43353715	43362317	+	CD177
chr19	43406505	43418394	+	TEX101
chr19	43461354	43465571	-	LYPD3
chr19	43475413	43504118	-	PHLDB3
chr19	43506853	43527177	-	ETHE1
chr19	43526492	43535684	+	ZNF575
chr19	43543395	43580436	-	XRCC1
chr19	43554692	43593036	-	L34079.2
chr19	43577120	43581998	+	PINLYP
chr19	43592029	43595338	-	IRGQ
chr19	43597109	43599255	+	ZNF576
chr19	43607620	43614304	-	ZNF428
chr19	43612122	43614266	+	SRRM5
chr19	43623333	43639790	-	CADM4
chr19	43646460	43670120	-	PLAUR
chr19	43718448	43719947	+	IRGC
chr19	43731599	43750741	-	SMG9
chr19	43767546	43780861	-	KCNN4
chr19	43797594	43802380	-	LYPD5
chr19	43831368	43848638	+	ZNF283
chr19	43872558	43883964	-	ZNF404
chr19	43913390	43922185	-	ZNF45
chr19	43962727	43967353	+	ZNF221
chr19	43988544	43997471	+	ZNF155
chr19	44007079	44011461	+	ZNF230
chr19	44025437	44033027	+	ZNF222
chr19	44025437	44076340	+	AC084219.2
chr19	44055177	44067274	+	ZNF223
chr19	44076390	44087257	+	ZNF284
chr19	44097874	44108281	+	ZNF224
chr19	44115828	44132732	+	ZNF225
chr19	44144633	44158116	+	ZNF234
chr19	44170081	44177671	+	ZNF226
chr19	44217793	44236827	+	ZNF227
chr19	44234865	44304907	-	ZNF235
chr19	44260085	44274670	+	ZNF233
chr19	44327436	44367097	-	ZNF112
chr19	44329695	44397213	-	CTC-512J12.6
chr19	44386475	44397213	-	ZNF285
chr19	44428306	44442847	-	ZNF229
chr19	44476405	44500240	-	ZNF180
chr19	44501762	44529509	-	CEACAM20
chr19	44613646	44635431	+	IGSF23
chr19	44644097	44661808	+	PVR
chr19	44671932	44683487	+	CEACAM19
chr19	44701457	44710503	+	CEACAM16
chr19	44748791	44759612	+	BCL3
chr19	44777932	44800440	+	CBLC
chr19	44809125	44820918	+	BCAM
chr19	44846526	44888376	+	NECTIN2
chr19	44891416	44903166	+	TOMM40
chr19	44905869	44909247	+	APOE
chr19	44914892	44919227	+	APOC1
chr19	44942278	44949246	+	APOC4-APOC2
chr19	44942278	44945302	+	APOC4
chr19	44948479	44949246	+	APOC2
chr19	44955056	44993046	+	CLPTM1
chr19	45001580	45037787	+	RELB
chr19	45040213	45070842	+	CLASRP
chr19	45071604	45076373	-	ZNF296
chr19	45090115	45090507	+	GEMIN7
chr19	45093326	45146469	+	PPP1R37
chr19	45151941	45160150	-	NKPD1
chr19	45163195	45178218	-	TRAPPC6A
chr19	45179297	45179902	+	BLOC1S3
chr19	45213072	45239045	-	EXOC3L2
chr19	45251589	45302707	+	MARK4
chr19	45306753	45319713	-	CKM
chr19	45345500	45351354	+	KLC3
chr19	45351632	45370540	-	ERCC2
chr19	45379723	45398318	-	PPP1R13L
chr19	45406697	45409498	+	POLR1G
chr19	45409678	45423374	-	ERCC1
chr19	45468587	45473009	+	FOSB
chr19	45485711	45496825	-	RTN2
chr19	45498473	45502197	+	PPM1N
chr19	45507772	45526174	+	VASP
chr19	45529059	45584764	-	OPA3
chr19	45590781	45591866	-	GPR4
chr19	45607012	45645444	-	EML2
chr19	45669521	45681932	+	GIPR
chr19	45687556	45691888	-	SNRPD2
chr19	45692704	45703046	+	QPCTL
chr19	45711687	45713495	-	FBXO46
chr19	45735377	45764115	+	MEIOSIN
chr19	45765504	45768844	-	SIX5
chr19	45770484	45782352	-	DMPK
chr19	45779471	45785973	-	AC011530.4
chr19	45784246	45792756	-	DMWD
chr19	45795872	45815176	-	RSPH6A
chr19	45815563	45854495	-	SYMPK
chr19	45864457	45873055	+	FOXA3
chr19	45884023	45885774	-	IRF2BP1
chr19	45890626	45901773	-	MYPOP
chr19	45914280	45914693	-	NANOS2
chr19	45939866	45973543	-	NOVA2
chr19	46003019	46018384	+	CCDC61
chr19	46019241	46023021	-	PGLYRP1
chr19	46039895	46040962	-	IGFL4
chr19	46120333	46124649	-	IGFL3
chr19	46148279	46161085	+	IGFL2
chr19	46229775	46230827	+	IGFL1
chr19	46297077	46339619	+	HIF3A
chr19	46347097	46391171	+	PPP5C
chr19	46411197	46412810	-	CCDC8
chr19	46427748	46428359	-	PNMA8C
chr19	46468542	46471035	-	PNMA8A
chr19	46493561	46495465	-	PNMA8B
chr19	46601435	46609150	+	CALM3
chr19	46621283	46624225	-	PTGIR
chr19	46634079	46634682	-	GNG8
chr19	46648485	46661064	-	DACT3
chr19	46674526	46716370	-	PRKD2
chr19	46720605	46746430	-	STRN4
chr19	46755451	46756935	+	FKRP
chr19	46775513	46787965	-	SLC1A5
chr19	46838450	46850766	-	AP2S1
chr19	46918676	47000685	+	ARHGAP35
chr19	47021048	47045648	+	NPAS1
chr19	47045990	47048614	-	TMEM160
chr19	47066359	47112584	-	ZC3H4
chr19	47130931	47209322	+	SAE1
chr19	47221704	47232602	-	BBC3
chr19	47258401	47273457	+	CCDC9
chr19	47274920	47275345	+	INAFM1
chr19	47309896	47320827	+	C5AR1
chr19	47340800	47341810	+	C5AR2
chr19	47353031	47382110	+	DHX34
chr19	47406480	47419081	-	MEIS3
chr19	47430092	47466403	-	SLC8A2
chr19	47475419	47484160	-	KPTN
chr19	47488291	47514940	-	NAPA
chr19	47521227	47555856	-	ZNF541
chr19	47673575	47702412	+	BICRA
chr19	47716613	47741429	+	EHD2
chr19	47745560	47757051	+	NOP53
chr19	47778768	47781367	+	SELENOW
chr19	47801778	47819051	-	TPRX1
chr19	47834444	47839964	+	CRX
chr19	47871458	47886257	-	SULT2A1
chr19	47976715	47992081	-	BSPH1
chr19	48008668	48022324	+	ELSPBP1
chr19	48030560	48043922	-	CABP5
chr19	48048346	48110515	-	PLA2G4C
chr19	48115652	48165566	-	LIG1
chr19	48171803	48197256	+	ZSWIM9
chr19	48206441	48241020	-	CARD8
chr19	48279800	48286875	+	ZNF114
chr19	48296979	48320368	-	ODAD1
chr19	48326845	48330524	+	EMP3
chr19	48333222	48363920	-	TMEM143
chr19	48365843	48376315	+	SYNGR4
chr19	48383296	48391358	-	KDELR1
chr19	48398393	48443934	+	GRIN2D
chr19	48446006	48453022	+	GRWD1
chr19	48461725	48464774	+	KCNJ14
chr19	48469508	48481964	+	CYTH2
chr19	48470382	48472431	+	CTC-273B12.7
chr19	48485543	48513586	-	LMTK3
chr19	48552253	48599403	+	SULT2B1
chr19	48601112	48613372	-	FAM83E
chr19	48606979	48607350	+	SPACA4
chr19	48615330	48619143	-	RPL18
chr19	48620515	48630717	+	SPHK2
chr19	48630840	48636994	-	DBP
chr19	48638122	48645632	-	CA11
chr19	48661680	48670986	-	NTN5
chr19	48702957	48703985	+	FUT2
chr19	48713270	48719031	-	MAMSTR
chr19	48720801	48740282	-	RASIP1
chr19	48740911	48745859	-	IZUMO1
chr19	48750187	48751281	-	FUT1
chr19	48756237	48758217	+	FGF21
chr19	48795429	48811007	-	BCAT2
chr19	48813178	48836411	-	HSD17B14
chr19	48837292	48867620	-	PLEKHA4
chr19	48873234	48875970	+	PPP1R15A
chr19	48881014	48897868	-	TULP2
chr19	48900797	48922421	+	NUCB1
chr19	48933722	48944930	+	DHDH
chr19	48954929	48961633	+	BAX
chr19	48965508	48966732	+	FTL
chr19	48969291	48993112	-	GYS1
chr19	48993912	49015839	+	RUVBL2
chr19	49016071	49017081	-	LHB
chr19	49017971	49020515	-	CTB-60B18.10
chr19	49022889	49023971	-	CGB3
chr19	49022953	49036711	-	CTB-60B18.6
chr19	49032096	49033218	+	CGB2
chr19	49035613	49036711	-	CGB1
chr19	49044210	49045291	+	CGB5
chr19	49047658	49048739	-	CGB8
chr19	49054294	49055375	-	CGB7
chr19	49058043	49061997	-	CTB-60B18.23
chr19	49061368	49061997	-	NTF4
chr19	49070066	49072585	-	KCNA7
chr19	49086415	49108440	+	SNRNP70
chr19	49114405	49118370	+	LIN7B
chr19	49118636	49119022	-	C19orf73
chr19	49127874	49150135	+	PPFIA3
chr19	49151216	49155237	-	HRC
chr19	49157867	49211495	+	TRPM4
chr19	49290126	49311347	-	SLC6A16
chr19	49335541	49340325	+	CD37
chr19	49341327	49360075	-	TEAD2
chr19	49363999	49375025	+	DKKL1
chr19	49390884	49417507	+	KASH5
chr19	49422471	49423339	-	PTH2
chr19	49426431	49428815	+	GFY
chr19	49430522	49441379	-	SLC17A7
chr19	49446385	49451574	-	PIH1D1
chr19	49453332	49470464	+	ALDH16A1
chr19	49462752	49464639	+	CTD-3148I10.9
chr19	49474640	49486199	+	FLT3LG
chr19	49487630	49491812	+	RPL13A
chr19	49496457	49499632	+	RPS11
chr19	49513401	49526116	+	FCGRT
chr19	49528473	49546862	+	RCN3
chr19	49555711	49560691	-	NOSIP
chr19	49583220	49590386	+	PRRG2
chr19	49591655	49625604	+	PRR12
chr19	49635579	49640098	-	RRAS
chr19	49645027	49658396	+	SCAF1
chr19	49659592	49664838	-	IRF3
chr19	49665824	49673774	+	BCL2L12
chr19	49677281	49688242	+	PRMT1
chr19	49689838	49690490	+	ADM5
chr19	49692253	49713664	+	CPT1C
chr19	49739779	49763247	-	TSKS
chr19	49767134	49806755	+	AP2A1
chr19	49807154	49813106	-	FUZ
chr19	49818342	49838821	+	MED25
chr19	49850881	49860316	+	PTOV1
chr19	49860099	49867204	-	PNKP
chr19	49869920	49876655	-	AKT1S1
chr19	49877724	49888621	+	TBC1D17
chr19	49889673	49901717	-	IL4I1
chr19	49908242	49909807	-	NUP62
chr19	49929396	49933089	+	ATF5
chr19	49949973	49961081	-	SIGLEC11
chr19	49951971	49958391	-	CTC-326K19.6
chr19	49979097	50016162	-	VRK3
chr19	50031083	50053194	+	ZNF473
chr19	50152612	50163194	-	IZUMO2
chr19	50210366	50309787	+	MYH14
chr19	50314857	50329082	-	KCNC3
chr19	50358556	50365621	-	NAPSA
chr19	50377606	50382599	+	NR1H2
chr19	50398852	50417944	+	POLD1
chr19	50415799	50428333	+	CTD-2545M3.6
chr19	50418963	50428333	+	SPIB
chr19	50432954	50466202	+	MYBPC2
chr19	50466785	50476388	-	FAM71E1
chr19	50476545	50482725	+	EMC10
chr19	50506176	50510431	-	JOSD2
chr19	50511732	50514509	-	ASPDH
chr19	50517574	50548838	-	LRRC4B
chr19	50622693	50637411	-	SYT3
chr19	50649445	50659139	+	C19orf81
chr19	50661968	50716919	-	SHANK1
chr19	50723526	50725464	+	CLEC11A
chr19	50770601	50771668	+	GPR32
chr19	50785815	50789656	-	CTD-2568A17.1
chr19	50790415	50795155	+	ACP4
chr19	50819197	50823748	-	KLK1
chr19	50825799	50831492	-	KLK15
chr19	50854956	50860124	+	KLK3
chr19	50873474	50878605	+	KLK2
chr19	50906937	50910738	-	KLK4
chr19	50943634	50952657	-	KLK5
chr19	50959167	50968104	-	KLK6
chr19	50977539	50982399	-	KLK7
chr19	50996062	51001167	-	KLK8
chr19	51003114	51009547	-	KLK9
chr19	51003114	51009547	-	CTC-518B2.8
chr19	51014803	51019130	-	KLK10
chr19	51022548	51027517	-	KLK11
chr19	51029158	51034621	-	KLK12
chr19	51056590	51065067	-	KLK13
chr19	51078010	51082747	-	KLK14
chr19	51098604	51104569	-	CTU1
chr19	51124975	51136195	+	SIGLEC9
chr19	51142370	51153242	+	SIGLEC7
chr19	51225119	51239685	+	CD33
chr19	51264073	51268594	+	SIGLECL1
chr19	51311848	51328756	+	IGLON5
chr19	51332614	51342124	-	VSIG10L
chr19	51345214	51366326	-	ETFB
chr19	51354295	51368000	-	CTD-2616J11.11
chr19	51367145	51368577	-	CLDND2
chr19	51371780	51372535	-	NKG7
chr19	51380204	51387443	-	LIM2
chr19	51388987	51390512	-	C19orf84
chr19	51411102	51417589	-	SIGLEC10
chr19	51452382	51458387	-	SIGLEC8
chr19	51478643	51490649	+	CEACAM18
chr19	51491644	51501733	-	SIGLEC12
chr19	51520085	51531648	-	SIGLEC6
chr19	51573330	51589588	+	ZNF175
chr19	51612234	51646759	-	SIGLEC5
chr19	51643358	51646759	-	SIGLEC14
chr19	51689216	51705120	+	SPACA6
chr19	51713430	51723933	-	HAS1
chr19	51745945	51746994	-	FPR1
chr19	51768659	51769711	+	FPR2
chr19	51823749	51824807	+	FPR3
chr19	51844915	51880382	-	ZNF577
chr19	51890621	51900107	-	ZNF649
chr19	51936221	51948682	+	ZNF613
chr19	51964857	51974360	-	ZNF350
chr19	51992883	52008170	-	ZNF615
chr19	52013140	52025745	-	ZNF614
chr19	52033723	52046868	-	ZNF432
chr19	52065110	52084801	-	ZNF841
chr19	52114821	52130512	-	ZNF616
chr19	52154875	52168072	-	ZNF836
chr19	52190097	52225978	+	PPP2R1A
chr19	52269614	52292183	+	ZNF766
chr19	52300413	52322855	+	ZNF480
chr19	52349173	52366764	+	ZNF610
chr19	52369966	52385311	+	ZNF880
chr19	52402014	52416736	+	ZNF528
chr19	52431475	52451494	+	ZNF534
chr19	52501846	52512151	+	ZNF578
chr19	52543285	52555625	+	ZNF808
chr19	52555801	52583454	+	ZNF701
chr19	52594212	52635080	-	ZNF83
chr19	52652671	52660824	-	CTD-3099C6.13
chr19	52704940	52715894	-	ZNF611
chr19	52755082	52778888	-	ZNF600
chr19	52799691	52817958	-	ZNF28
chr19	52840728	52854272	-	ZNF468
chr19	52864032	52890255	-	ZNF320
chr19	52906168	52917873	-	ZNF888
chr19	52928906	52956089	-	ZNF816-ZNF321P
chr19	52949822	52956089	-	ZNF816
chr19	53014091	53015521	+	ERVV-1
chr19	53049252	53050856	+	ERVV-2
chr19	53068080	53086276	-	ZNF160
chr19	53108380	53129649	-	ZNF415
chr19	53124325	53153747	-	ZNF347
chr19	53164456	53182898	-	ZNF665
chr19	53236975	53251550	-	ZNF677
chr19	53258376	53259560	+	VN1R2
chr19	53266763	53267665	-	VN1R4
chr19	53341308	53353585	+	ZNF845
chr19	53372282	53391881	+	ZNF525
chr19	53398016	53423301	+	ZNF765
chr19	53447269	53460928	+	ZNF761
chr19	53483823	53492083	+	ZNF813
chr19	53569377	53577949	+	ZNF331
chr19	53632107	53636985	+	DPRX
chr19	53794052	53824174	-	NLRP12
chr19	53873530	53874495	+	MYADM
chr19	53882495	53907033	+	PRKCG
chr19	53912832	53942290	+	CACNG7
chr19	53963143	53982846	+	CACNG8
chr19	53992878	54012186	+	CACNG6
chr19	54040964	54063777	-	VSTM1
chr19	54070006	54081340	-	TARM1
chr19	54095224	54100792	-	OSCAR
chr19	54102879	54108519	+	NDUFA3
chr19	54107053	54115269	-	TFPT
chr19	54118279	54131429	+	PRPF31
chr19	54142979	54155404	+	CNOT3
chr19	54155724	54159695	-	LENG1
chr19	54160309	54173117	-	TMC4
chr19	54174047	54188508	-	MBOAT7
chr19	54191365	54193668	+	TSEN34
chr19	54201185	54231751	+	RPS9
chr19	54217096	54222976	-	LILRB3
chr19	54238956	54242751	-	LILRA6
chr19	54250789	54257193	-	LILRB5
chr19	54274686	54280496	-	LILRB2
chr19	54307416	54313019	-	LILRA5
chr19	54333575	54339093	-	LILRA4
chr19	54355271	54370277	-	LAIR1
chr19	54415253	54436363	+	TTYH1
chr19	54451345	54461829	+	LENG8
chr19	54462093	54463526	-	LENG9
chr19	54465104	54465547	-	CDC42EP5
chr19	54498242	54510566	+	LAIR2
chr19	54573879	54587343	+	LILRA2
chr19	54594245	54600814	+	LILRA1
chr19	54630966	54636875	+	LILRB1
chr19	54662911	54668016	+	LILRB4
chr19	54724497	54736093	+	KIR3DL3
chr19	54738546	54752516	+	KIR2DL3
chr19	54769851	54783810	+	KIR2DL1
chr19	54803535	54814108	+	KIR2DL4
chr19	54816501	54830272	+	KIR3DL1
chr19	54850476	54866728	+	KIR3DL2
chr19	54874290	54889860	+	FCAR
chr19	54906188	54912868	+	NCR1
chr19	54923743	54941711	-	NLRP7
chr19	54970016	55000895	+	NLRP2
chr19	55014085	55038236	-	GP6
chr19	55045077	55063032	-	RDH13
chr19	55072198	55087611	+	EPS8L1
chr19	55091475	55117543	-	PPP1R12C
chr19	55132918	55147157	-	TNNT1
chr19	55151837	55157589	-	TNNI3
chr19	55157696	55160671	-	CTD-2587H24.4
chr19	55159065	55166648	-	DNAAF3
chr19	55173487	55179205	-	SYT5
chr19	55181757	55209433	-	PTPRH
chr19	55227184	55228741	-	TMEM86B
chr19	55230531	55247103	-	PPP6R1
chr19	55262611	55279608	-	HSPBP1
chr19	55282199	55312065	+	BRSK1
chr19	55312862	55321036	-	TMEM150B
chr19	55341937	55347446	+	KMT5C
chr19	55353724	55354521	-	COX6B2
chr19	55355303	55363066	-	FAM71E2
chr19	55355303	55359516	-	CTD-2105E13.6
chr19	55366010	55370310	-	IL11
chr19	55376854	55378200	+	TMEM190
chr19	55383732	55384259	-	TMEM238
chr19	55386358	55403128	+	RPL28
chr19	55401439	55407589	-	UBE2S
chr19	55433159	55442863	-	SHISA7
chr19	55453311	55456486	-	ISOC2
chr19	55463475	55464554	-	C19orf85
chr19	55479911	55484370	+	ZNF628
chr19	55485709	55487355	+	NAT14
chr19	55488590	55518995	+	SSC5D
chr19	55529736	55536294	-	SBK2
chr19	55540849	55545543	-	SBK3
chr19	55577954	55579639	-	ZNF579
chr19	55592453	55597865	-	FIZ1
